Timestamp,total-bitcoins
08/10/2020 21:27,18511643.75
08/10/2020 21:45,18511662.5
08/10/2020 22:05,18511681.25
08/10/2020 22:55,18511700
08/10/2020 23:30,18511718.75
09/10/2020 0:09,18511737.5
09/10/2020 0:22,18511756.25
09/10/2020 0:54,18511775
09/10/2020 1:10,18511793.75
09/10/2020 1:40,18511812.5
09/10/2020 1:50,18511831.25
09/10/2020 1:55,18511850
09/10/2020 2:42,18511868.75
09/10/2020 3:36,18511887.5
09/10/2020 4:11,18511906.25
09/10/2020 4:37,18511925
09/10/2020 5:16,18511943.75
09/10/2020 5:53,18511962.5
09/10/2020 6:28,18511981.25
09/10/2020 7:11,18512000
09/10/2020 8:01,18512018.75
09/10/2020 8:11,18512037.5
09/10/2020 9:01,18512056.25
09/10/2020 9:20,18512075
09/10/2020 9:39,18512093.75
09/10/2020 10:12,18512112.5
09/10/2020 10:42,18512131.25
09/10/2020 11:21,18512150
09/10/2020 12:00,18512168.75
09/10/2020 12:32,18512187.5
09/10/2020 13:09,18512206.25
09/10/2020 13:27,18512225
09/10/2020 14:03,18512243.75
09/10/2020 14:25,18512262.5
09/10/2020 15:41,18512281.25
09/10/2020 16:20,18512300
09/10/2020 16:36,18512318.75
09/10/2020 17:41,18512337.5
09/10/2020 18:01,18512356.25
09/10/2020 18:37,18512375
09/10/2020 19:06,18512393.75
09/10/2020 19:59,18512412.5
09/10/2020 20:10,18512431.25
09/10/2020 21:01,18512450
09/10/2020 21:31,18512468.75
09/10/2020 21:47,18512487.5
09/10/2020 22:10,18512506.25
09/10/2020 22:27,18512525
09/10/2020 22:53,18512543.75
09/10/2020 23:17,18512562.5
09/10/2020 23:46,18512581.25
10/10/2020 0:04,18512600
10/10/2020 0:24,18512618.75
10/10/2020 0:41,18512637.5
10/10/2020 0:57,18512656.25
10/10/2020 1:07,18512675
10/10/2020 1:43,18512693.75
10/10/2020 2:19,18512712.5
10/10/2020 2:40,18512731.25
10/10/2020 3:08,18512750
10/10/2020 3:38,18512768.75
10/10/2020 4:17,18512787.5
10/10/2020 4:43,18512806.25
10/10/2020 5:01,18512825
10/10/2020 5:44,18512843.75
10/10/2020 6:12,18512862.5
10/10/2020 7:30,18512881.25
10/10/2020 7:55,18512900
10/10/2020 8:14,18512918.75
10/10/2020 8:24,18512943.75
10/10/2020 9:50,18512962.5
10/10/2020 10:04,18512981.25
10/10/2020 10:50,18513000
10/10/2020 11:04,18513018.75
10/10/2020 12:24,18513037.5
10/10/2020 12:54,18513056.25
10/10/2020 13:07,18513075
10/10/2020 13:18,18513093.75
10/10/2020 13:42,18513112.5
10/10/2020 14:00,18513131.25
10/10/2020 14:18,18513150
10/10/2020 14:48,18513168.75
10/10/2020 15:26,18513187.5
10/10/2020 15:53,18513206.25
10/10/2020 16:27,18513225
10/10/2020 16:44,18513243.75
10/10/2020 16:53,18513262.5
10/10/2020 17:26,18513281.25
10/10/2020 18:52,18513300
10/10/2020 19:16,18513318.75
10/10/2020 19:31,18513337.5
10/10/2020 20:08,18513356.25
10/10/2020 20:51,18513375
10/10/2020 21:07,18513393.75
10/10/2020 21:42,18513412.5
10/10/2020 22:13,18513431.25
10/10/2020 22:33,18513450
10/10/2020 22:59,18513468.75
10/10/2020 23:15,18513487.5
10/10/2020 23:52,18513506.25
11/10/2020 0:12,18513525
11/10/2020 0:43,18513543.75
11/10/2020 1:05,18513562.5
11/10/2020 1:51,18513581.25
11/10/2020 2:07,18513600
11/10/2020 2:33,18513618.75
11/10/2020 2:49,18513637.5
11/10/2020 3:35,18513656.25
11/10/2020 3:51,18513675
11/10/2020 4:10,18513693.75
11/10/2020 5:02,18513712.5
11/10/2020 5:49,18513731.25
11/10/2020 6:13,18513756.25
11/10/2020 6:30,18513775
11/10/2020 6:59,18513793.75
11/10/2020 7:26,18513812.5
11/10/2020 8:10,18513831.25
11/10/2020 8:28,18513850
11/10/2020 9:09,18513868.75
11/10/2020 9:58,18513887.5
11/10/2020 10:29,18513906.25
11/10/2020 10:38,18513925
11/10/2020 11:18,18513943.75
11/10/2020 11:38,18513962.5
11/10/2020 11:57,18513981.25
11/10/2020 12:55,18514000
11/10/2020 13:34,18514018.75
11/10/2020 14:13,18514037.5
11/10/2020 14:35,18514056.25
11/10/2020 14:53,18514075
11/10/2020 15:11,18514093.75
11/10/2020 16:29,18514112.5
11/10/2020 16:47,18514131.25
11/10/2020 17:02,18514150
11/10/2020 17:28,18514168.75
11/10/2020 17:57,18514187.5
11/10/2020 18:17,18514206.25
11/10/2020 19:47,18514225
11/10/2020 20:11,18514243.75
11/10/2020 21:00,18514262.5
11/10/2020 21:35,18514281.25
11/10/2020 22:06,18514300
11/10/2020 22:26,18514318.75
11/10/2020 22:48,18514337.5
11/10/2020 22:58,18514356.25
11/10/2020 23:35,18514375
11/10/2020 23:50,18514393.75
12/10/2020 0:32,18514412.5
12/10/2020 0:58,18514431.25
12/10/2020 1:58,18514450
12/10/2020 2:24,18514468.75
12/10/2020 2:44,18514487.5
12/10/2020 3:01,18514506.25
12/10/2020 3:13,18514525
12/10/2020 3:42,18514543.75
12/10/2020 4:22,18514562.5
12/10/2020 4:50,18514581.25
12/10/2020 5:18,18514600
12/10/2020 5:58,18514618.75
12/10/2020 6:21,18514637.5
12/10/2020 7:13,18514656.25
12/10/2020 7:34,18514675
12/10/2020 7:51,18514693.75
12/10/2020 8:23,18514712.5
12/10/2020 8:41,18514731.25
12/10/2020 9:01,18514750
12/10/2020 9:24,18514768.75
12/10/2020 10:15,18514787.5
12/10/2020 10:29,18514806.25
12/10/2020 10:52,18514825
12/10/2020 11:15,18514843.75
12/10/2020 11:43,18514862.5
12/10/2020 12:20,18514881.25
12/10/2020 12:57,18514900
12/10/2020 13:12,18514918.75
12/10/2020 13:41,18514937.5
12/10/2020 14:45,18514956.25
12/10/2020 15:16,18514975
12/10/2020 15:43,18514993.75
12/10/2020 16:04,18515012.5
12/10/2020 16:14,18515031.25
12/10/2020 17:01,18515050
12/10/2020 17:17,18515068.75
12/10/2020 17:43,18515087.5
12/10/2020 18:20,18515106.25
12/10/2020 18:40,18515125
12/10/2020 19:27,18515143.75
12/10/2020 19:46,18515162.5
12/10/2020 20:20,18515181.25
12/10/2020 20:29,18515200
12/10/2020 20:47,18515218.75
12/10/2020 21:15,18515237.5
12/10/2020 21:43,18515256.25
